,Name,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
395,Ford Ecosport - 2019,PLATINUM,Pune,"₹9,80,399","10,102 kms ", Petrol , 2nd Owner, 2019,Ford
396,Maruti Suzuki Baleno - 2017,PLATINUM,Bangalore,"₹6,58,999","34,881 kms ", Petrol , 1st Owner, 2017,Maruti
397,Hyundai EON D Lite Plus - 2015,PLATINUM,Bangalore,"₹3,04,099","53,997 kms ", Petrol , 2nd Owner, 2015,Hyundai
398,Maruti Suzuki Alto K10 VXi AMT - 2015,PLATINUM,Bangalore,"₹3,62,599","49,076 kms ", Petrol , 1st Owner, 2015,Maruti
399,Maruti Suzuki Alto K10 VXi - 2014,PLATINUM,Bangalore,"₹3,44,199","65,951 kms ", Petrol , 2nd Owner, 2014,Maruti
400,Maruti Suzuki Swift VXI BSIII - 2007,GOLD,Bangalore,"₹2,15,000","1,16,000 kms ", Petrol,, 2007,Maruti
401,Skoda Rapid 1.5 TDI CR Elegance Black Package AT - 2015,GOLD,Bangalore,"₹5,50,000","1,36,000 kms ", Diesel , 1st Owner, 2015,Skoda
402,Renault Duster 110PS Diesel RxZ - 2013,GOLD,Pune,"₹5,50,000","85,000 kms ", Diesel,, 2013,Renault
403,Hyundai Santro - 2002,GOLD,Chennai,"₹89,000","85,000 kms ", Petrol,, 2002,Hyundai
404,Maruti Suzuki Alto - 2001,GOLD,Chennai,"₹79,000","85,000 kms ", Petrol,, 2001,Maruti
405,Chevrolet Aveo - 2007,GOLD,Chennai,"₹67,000","63,000 kms ", Petrol,, 2007,Chevrolet
406,Ford Ikon - 2009,GOLD,Chennai,"₹59,000","73,000 kms ", Petrol,, 2009,Ford
407,Maruti Suzuki Wagon R - 2007,GOLD,Chennai,"₹69,000","85,000 kms ", Petrol,, 2007,Maruti
408,Maruti Suzuki Alto K10 - 2017,PLATINUM,Bangalore,"₹4,62,399","15,032 kms ", Petrol , 1st Owner, 2017,Maruti
409,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Pune,"₹3,19,999","15,575 kms ", Petrol , 2nd Owner, 2017,Maruti
410,Maruti Suzuki Swift VDi - 2010,PLATINUM,Pune,"₹2,75,699","1,47,819 kms ", Diesel , 3rd Owner, 2010,Maruti
411,Hyundai Grand i10 SPORTS 1.2 VTVT - 2016,PLATINUM,Bangalore,"₹5,01,599","35,203 kms ", Petrol , 2nd Owner, 2016,Hyundai
412,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR - 2020,PLATINUM,Bangalore,"₹5,06,599","7,597 kms ", Petrol , 1st Owner, 2020,Maruti
413,Mahindra Scorpio S5 2WD - 2018,PLATINUM,Bangalore,"₹11,98,599","34,883 kms ", Diesel , 1st Owner, 2018,Mahindra
414,Ford Ecosport - 2017,PLATINUM,Bangalore,"₹7,75,499","59,580 kms ", Diesel , 2nd Owner, 2017,Ford
415,Maruti Suzuki Ritz Lxi - 2011,PLATINUM,Bangalore,"₹3,38,999","49,647 kms ", Petrol , 2nd Owner, 2011,Maruti
416,Hyundai Verna Fluidic 1.4 VTVT - 2016,PLATINUM,Bangalore,"₹6,52,699","67,577 kms ", Petrol , 2nd Owner, 2016,Hyundai
417,Tata Tiago - 2017,PLATINUM,Bangalore,"₹5,35,899","10,890 kms ", Petrol , 1st Owner, 2017,Tata
418,Maruti Suzuki Swift ZXI - 2015,PLATINUM,Chennai,"₹4,92,099","57,444 kms ", Petrol , 1st Owner, 2015,Maruti
419,Honda City - 2017,PLATINUM,Bangalore,"₹8,85,999","33,598 kms ", Petrol , 2nd Owner, 2017,Honda
420,Ford Freestyle - 2018,PLATINUM,Bangalore,"₹6,94,899","17,804 kms ", Petrol , 2nd Owner, 2018,Ford
421,Maruti Suzuki Swift ZXI - 2013,PLATINUM,Pune,"₹4,50,599","62,613 kms ", Petrol , 2nd Owner, 2013,Maruti
422,Hyundai i20 Asta 1.2 - 2010,PLATINUM,Bangalore,"₹3,77,999","56,974 kms ", Petrol , 2nd Owner, 2010,Hyundai
423,Datsun Redi GO T O  - 2021,PLATINUM,Bangalore,"₹4,91,499","1,405 kms ", Petrol , 1st Owner, 2021,Datsun
424,Maruti Suzuki Omni - 2008,GOLD,Chennai,"₹89,000","85,000 kms ", Petrol,, 2008,Maruti
425,Hyundai Creta 1.6 SX Plus Petrol AT - 2020,GOLD,Bangalore,"₹18,65,000","8,000 kms ", Petrol,, 2020,Hyundai
426,Datsun GO T - 2014,GOLD,Kolkata,"₹2,35,000","29,000 kms ", Petrol,, 2014,Datsun
427,Mahindra Bolero B6 O  - 2020,GOLD,Bangalore,"₹10,25,000","22,000 kms ", Diesel,, 2020,Mahindra
428,Volkswagen Polo GT TSI - 2014,GOLD,Pune,"₹4,50,000","1,18,000 kms ", Petrol,, 2014,Volkswagen
429,Hyundai Creta 1.6 SX PLUS DIESEL - 2020,GOLD,Pondicherry,"₹15,75,000","23,000 kms ", Diesel,, 2020,Hyundai
430,Maruti Suzuki Swift Dzire VDi - 2018,GOLD,Pondicherry,"₹6,95,000","34,000 kms ", Diesel,, 2018,Maruti
431,Honda Civic 1.8V MT - 2008,GOLD,Hyderabad,"₹2,95,000","87,000 kms ", Petrol,, 2008,Honda
432,Hyundai Verna - 2018,PLATINUM,Pune,"₹11,71,199","36,965 kms ", Petrol , 2nd Owner, 2018,Hyundai
433,Honda WR V - 2017,PLATINUM,Pune,"₹6,25,699","25,526 kms ", Petrol , 1st Owner, 2017,Honda
434,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2016,PLATINUM,Chennai,"₹4,53,199","20,235 kms ", Petrol , 1st Owner, 2016,Hyundai
435,Maruti Suzuki Vitara Brezza ZDi - 2018,PLATINUM,Chennai,"₹8,50,499","61,064 kms ", Diesel , 2nd Owner, 2018,Maruti
436,Maruti Suzuki Ignis DELTA 1.2 K12 - 2018,PLATINUM,Chennai,"₹5,48,699","12,558 kms ", Petrol , 2nd Owner, 2018,Maruti
437,Maruti Suzuki Alto K10 VXi AMT - 2019,PLATINUM,Bangalore,"₹4,98,799","14,179 kms ", Petrol , 1st Owner, 2019,Maruti
438,Honda City VX CVT Petrol - 2020,PLATINUM,Chennai,"₹13,77,199","20,379 kms ", Petrol , 1st Owner, 2020,Honda
439,Ford Ecosport - 2017,PLATINUM,Pune,"₹7,72,799","42,837 kms ", Petrol , 2nd Owner, 2017,Ford
440,Hyundai Elite i20 Sportz 1.2 - 2016,PLATINUM,Chennai,"₹5,72,599","67,473 kms ", Petrol , 2nd Owner, 2016,Hyundai
441,Honda City V MT PETROL - 2016,PLATINUM,Bangalore,"₹7,74,899","27,576 kms ", Petrol , 1st Owner, 2016,Honda
442,Maruti Suzuki S Cross - 2017,PLATINUM,Pune,"₹8,85,099","80,900 kms ", Diesel , 2nd Owner, 2017,Maruti
443,Hyundai Elite i20 - 2017,PLATINUM,Bangalore,"₹6,87,499","1,00,934 kms ", Diesel , 2nd Owner, 2017,Hyundai
444,Hyundai Elite i20 Sportz 1.2 - 2015,PLATINUM,Bangalore,"₹5,67,799","29,060 kms ", Petrol , 2nd Owner, 2015,Hyundai
445,Hyundai i10 Magna 1.1 iRDE2 - 2016,PLATINUM,Chennai,"₹3,98,499","36,129 kms ", Petrol , 2nd Owner, 2016,Hyundai
446,Maruti Suzuki Swift VDi - 2011,PLATINUM,Pune,"₹3,48,499","1,56,442 kms ", Diesel , 2nd Owner, 2011,Maruti
447,Maruti Suzuki Wagon R 1.0 VXi AMT - 2018,PLATINUM,Chennai,"₹5,20,899","48,710 kms ", Petrol , 2nd Owner, 2018,Maruti
448,Ford Figo Diesel LXI - 2012,GOLD,Bangalore,"₹2,25,000","80,000 kms ", Diesel,, 2012,Ford
449,Honda City SV Petrol - 2015,GOLD,Bangalore,"₹7,25,000","57,000 kms ", Petrol,, 2015,Honda
450,Honda CRV - 2004,GOLD,Hyderabad,"₹2,40,000","97,000 kms ", LPG,, 2004,Honda
451,Honda Amaze 1.2 VX AT i VTEC - 2013,GOLD,Pune,"₹4,25,000","44,000 kms ", Petrol,, 2013,Honda
452,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2015,GOLD,Pune,"₹5,00,000","57,000 kms ", Petrol,, 2015,Maruti
453,Maruti Suzuki Swift VXI BSIII - 2008,GOLD,Pune,"₹2,50,000","77,000 kms ", Petrol,, 2008,Maruti
454,Maruti Suzuki Ritz Zxi BS IV - 2013,GOLD,Pune,"₹3,60,000","81,000 kms ", Petrol,, 2013,Maruti
455,Hyundai Creta 1.6 SX Plus Petrol - 2016,GOLD,Pune,"₹9,75,000","41,000 kms ", Petrol,, 2016,Hyundai
456,Ford Ecosport - 2018,PLATINUM,Pune,"₹9,16,799","20,619 kms ", Petrol , 2nd Owner, 2018,Ford
457,Maruti Suzuki Wagon R 1.0 LXi CNG - 2018,PLATINUM,Pune,"₹4,80,999","51,149 kms ", Petrol + CNG , 2nd Owner, 2018,Maruti
458,Tata Nexon - 2020,PLATINUM,Bangalore,"₹10,43,299","12,978 kms ", Petrol , 1st Owner, 2020,Tata
459,Honda City V MT PETROL - 2016,PLATINUM,Bangalore,"₹7,87,399","40,025 kms ", Petrol , 1st Owner, 2016,Honda
460,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2016,PLATINUM,Bangalore,"₹5,01,599","63,075 kms ", Petrol , 2nd Owner, 2016,Hyundai
461,Honda Brio - 2012,PLATINUM,Chennai,"₹3,62,999","78,724 kms ", Petrol , 2nd Owner, 2012,Honda
462,Renault Kwid - 2018,PLATINUM,Pune,"₹4,03,199","12,257 kms ", Petrol , 2nd Owner, 2018,Renault
463,Hyundai Venue - 2019,PLATINUM,Bangalore,"₹10,22,599","26,890 kms ", Diesel , 2nd Owner, 2019,Hyundai
464,Nissan Micra Active - 2018,PLATINUM,Chennai,"₹4,83,199","20,485 kms ", Petrol , 2nd Owner, 2018,Nissan
465,Hyundai EON Era Plus - 2017,PLATINUM,Chennai,"₹3,21,399","69,220 kms ", Petrol , 2nd Owner, 2017,Hyundai
466,Maruti Suzuki Alto 800 Vxi - 2017,PLATINUM,Chennai,"₹3,07,999","41,900 kms ", Petrol , 2nd Owner, 2017,Maruti
467,Maruti Suzuki Eeco - 2019,PLATINUM,Bangalore,"₹4,78,599","11,944 kms ", Petrol , 2nd Owner, 2019,Maruti
468,Maruti Suzuki Wagon R 1.0 Vxi - 2015,PLATINUM,Chennai,"₹4,05,199","66,143 kms ", Petrol , 2nd Owner, 2015,Maruti
469,Maruti Suzuki Alto 800 Vxi - 2018,PLATINUM,Chennai,"₹3,14,999","16,563 kms ", Petrol , 2nd Owner, 2018,Maruti
470,Hyundai Elite i20 - 2016,PLATINUM,Pune,"₹6,84,599","14,460 kms ", Petrol , 2nd Owner, 2016,Hyundai
471,Maruti Suzuki Alto K10 Vxi O AMT - 2018,PLATINUM,Bangalore,"₹4,13,099","47,120 kms ", Petrol , 2nd Owner, 2018,Maruti
472,Chevrolet Cruze LTZ - 2011,GOLD,Bangalore,"₹3,45,000","1,15,000 kms ", Diesel,, 2011,Chevrolet
473,Renault Scala RxZ Diesel - 2013,GOLD,Bangalore,"₹3,85,000","79,200 kms ", Diesel,, 2013,Renault
474,Hyundai Verna 1.6 CRDI SX O AT - 2016,GOLD,Chennai,"₹6,90,000","48,877 kms ", Diesel,, 2016,Hyundai
475,Honda WRV VX MT Petrol - 2019,GOLD,Mumbai,"₹8,25,000","32,000 kms ", Petrol,, 2019,Honda
476,Toyota Corolla Altis 1.8 G AT - 2018,GOLD,Mumbai,"₹14,25,000","51,000 kms ", Petrol,, 2018,Toyota
477,Maruti Suzuki Alto Vxi 1.1 - 2014,GOLD,Udaipur,"₹2,95,000","56,000 kms ", Petrol,, 2014,Maruti
478,Tata Tiago Revotorq XZ - 2022,GOLD,Pune,"₹7,00,000","14,000 kms ", Petrol,, 2022,Tata
479,Chevrolet Aveo - 2006,GOLD,Chennai,"₹69,000","79,000 kms ", Petrol,, 2006,Chevrolet
480,Maruti Suzuki Swift VDi ABS - 2016,PLATINUM,Chennai,"₹5,01,199","1,47,960 kms ", Diesel , 2nd Owner, 2016,Maruti
481,Maruti Suzuki Wagon R 1.0 Vxi - 2014,PLATINUM,Pune,"₹3,57,399","38,766 kms ", Petrol , 2nd Owner, 2014,Maruti
482,Maruti Suzuki Eeco - 2019,PLATINUM,Bangalore,"₹4,94,199","8,409 kms ", Petrol , 2nd Owner, 2019,Maruti
483,Renault Kwid RxL - 2019,PLATINUM,Bangalore,"₹4,24,099","20,718 kms ", Petrol , 2nd Owner, 2019,Renault
484,Maruti Suzuki Baleno - 2017,PLATINUM,Chennai,"₹5,98,299","51,125 kms ", Petrol , 1st Owner, 2017,Maruti
485,Hyundai Grand i10 SportZ Edition - 2014,PLATINUM,Bangalore,"₹4,77,599","64,459 kms ", Petrol , 1st Owner, 2014,Hyundai
486,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,PLATINUM,Pune,"₹4,47,599","29,467 kms ", Petrol , 1st Owner, 2014,Maruti
487,Tata Nexon - 2017,PLATINUM,Pune,"₹7,03,999","18,019 kms ", Petrol , 1st Owner, 2017,Tata
488,Maruti Suzuki Celerio Vxi - 2016,PLATINUM,Chennai,"₹4,16,099","40,710 kms ", Petrol , 2nd Owner, 2016,Maruti
489,Maruti Suzuki S Presso - 2021,PLATINUM,Chennai,"₹5,59,099","1,956 kms ", Petrol , 2nd Owner, 2021,Maruti
490,Renault Kwid - 2017,PLATINUM,Bangalore,"₹4,63,099","44,696 kms ", Petrol,, 2017,Renault
491,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT - 2018,PLATINUM,Bangalore,"₹5,27,099","21,531 kms ", Petrol , 3rd Owner, 2018,Hyundai
492,Kia Seltos - 2019,PLATINUM,Pune,"₹15,17,999","20,989 kms ", Petrol , 2nd Owner, 2019,Kia
493,Hyundai i20 - 2013,PLATINUM,Chennai,"₹4,31,099","33,901 kms ", Petrol , 1st Owner, 2013,Hyundai
494,Hyundai Grand i10 Asta 1.2 Kappa VTVT - 2018,PLATINUM,Chennai,"₹5,39,799","54,696 kms ", Petrol , 2nd Owner, 2018,Hyundai
495,MG Motors Hector Sharp 2.0 Diesel - 2019,PLATINUM,Bangalore,"₹18,00,299","11,292 kms ", Diesel , 2nd Owner, 2019,MG
496,Renault Duster 110 PS RxZ Diesel Plus - 2020,GOLD,Pune,"₹10,25,000","14,000 kms ", Diesel,, 2020,Renault
497,Mahindra Logan - 2007,GOLD,Chennai,"₹1,29,000","97,000 kms ", Diesel,, 2007,Mahindra
498,Tata Indigo CS - 2007,GOLD,Chennai,"₹79,000","85,000 kms ", Diesel,, 2007,Tata
499,Ford EcoSport Trend 1.5L TDCi - 2014,GOLD,Pune,"₹5,25,000","50,000 kms ", Diesel,, 2014,Ford
500,Honda Jazz VX MT - 2016,GOLD,Pune,"₹5,65,000","53,000 kms ", Petrol,, 2016,Honda
501,Maruti Suzuki Wagon R VXI BS IV - 2016,GOLD,Pune,"₹4,35,000","27,000 kms ", Petrol,, 2016,Maruti
502,Maruti Suzuki Wagon R 1.0 VXi AMT O - 2016,GOLD,Pune,"₹4,25,000","52,000 kms ", Petrol,, 2016,Maruti
503,Honda City ZX VTEC - 2007,GOLD,Chennai,"₹2,50,000","1,49,000 kms ", Petrol,, 2007,Honda
504,Hyundai Grand i10 SPORTZ O 1.2 AT VTVT - 2017,PLATINUM,Bangalore,"₹6,16,599","27,317 kms ", Petrol , 2nd Owner, 2017,Hyundai
505,Hyundai Xcent - 2014,PLATINUM,Bangalore,"₹4,66,599","79,784 kms ", Petrol , 2nd Owner, 2014,Hyundai
506,Audi Q3 - 2015,PLATINUM,Chennai,"₹16,56,999","73,656 kms ", Diesel , 1st Owner, 2015,Audi
507,Tata Tiago - 2018,PLATINUM,Bangalore,"₹5,62,999","27,664 kms ", Petrol , 1st Owner, 2018,Tata
508,Hyundai Verna FLUIDIC 1.6 EX VTVT - 2012,PLATINUM,Bangalore,"₹4,88,899","41,898 kms ", Petrol , 2nd Owner, 2012,Hyundai
509,Maruti Suzuki S Presso VXi Plus - 2021,PLATINUM,Chennai,"₹5,14,599","4,889 kms ", Petrol , 2nd Owner, 2021,Maruti
510,Hyundai Grand i10 - 2015,PLATINUM,Chennai,"₹4,95,299","39,836 kms ", Petrol , 1st Owner, 2015,Hyundai
511,Honda Jazz - 2016,PLATINUM,Bangalore,"₹7,52,399","16,108 kms ", Petrol , 2nd Owner, 2016,Honda
512,Hyundai Grand i10 - 2015,PLATINUM,Bangalore,"₹4,74,799","46,111 kms ", Petrol , 2nd Owner, 2015,Hyundai
513,Maruti Suzuki Ciaz - 2018,PLATINUM,Bangalore,"₹8,49,599","23,761 kms ", Petrol , 2nd Owner, 2018,Maruti
514,Maruti Suzuki S Cross Zeta 1.3 - 2016,PLATINUM,Bangalore,"₹6,63,199","1,46,782 kms ", Diesel , 1st Owner, 2016,Maruti
515,Hyundai Grand i10 ASTA 1.2 AT VTVT - 2016,PLATINUM,Bangalore,"₹5,66,699","26,597 kms ", Petrol , 1st Owner, 2016,Hyundai
516,Maruti Suzuki Eeco - 2018,PLATINUM,Chennai,"₹4,71,199","12,323 kms ", Petrol , 2nd Owner, 2018,Maruti
517,Renault Kwid RXL - 2017,PLATINUM,Bangalore,"₹3,85,499","3,230 kms ", Petrol , 1st Owner, 2017,Renault
518,Maruti Suzuki Swift Vxi - 2016,PLATINUM,Chennai,"₹4,91,599","62,059 kms ", Petrol , 3rd Owner, 2016,Maruti
519,Maruti Suzuki Baleno - 2019,PLATINUM,Bangalore,"₹7,25,699","28,188 kms ", Petrol , 2nd Owner, 2019,Maruti
520,Maruti Suzuki Wagon R VXi BS III - 2013,GOLD,Pune,"₹3,50,000","55,000 kms ", Petrol,, 2013,Maruti
521,Maruti Suzuki SX4 Zxi with Leather BSIII - 2009,GOLD,Pune,"₹2,10,000","79,000 kms ", Petrol,, 2009,Maruti
522,Tata Tiago XZA 1.2 REVOTRON - 2017,GOLD,Pune,"₹4,60,000","55,000 kms ", Petrol,, 2017,Tata
523,BMW 5 Series 523i Sedan - 2010,GOLD,NaviMumbai,"₹9,90,000","49,000 kms ", Petrol , 3rd Owner, 2010,BMW
524,Tata Indica Vista Aura 1.2 Safire BSIV - 2009,GOLD,Bangalore,"₹1,90,000","56,000 kms ", Petrol,, 2009,Tata
525,Maruti Suzuki Ertiga ZXI Plus - 2014,GOLD,Pune,"₹6,25,000","83,000 kms ", Petrol,, 2014,Maruti
526,Maruti Suzuki Baleno Zeta 1.2 - 2016,GOLD,Chennai,"₹5,90,000","39,226 kms ", Petrol,, 2016,Maruti
527,Maruti Suzuki Swift ZXI ABS - 2019,GOLD,Chennai,"₹7,40,000","33,901 kms ", Petrol,, 2019,Maruti
528,Hyundai Grand i10 - 2019,PLATINUM,Bangalore,"₹6,40,099","32,877 kms ", Petrol , 2nd Owner, 2019,Hyundai
529,Maruti Suzuki Ignis - 2019,PLATINUM,Chennai,"₹5,75,099","17,283 kms ", Petrol , 2nd Owner, 2019,Maruti
530,Maruti Suzuki Ertiga ZDI Plus SHVS - 2018,PLATINUM,Bangalore,"₹10,81,899","86,033 kms ", Diesel , 1st Owner, 2018,Maruti
531,Volkswagen Polo - 2018,PLATINUM,Bangalore,"₹7,26,399","17,419 kms ", Petrol , 2nd Owner, 2018,Volkswagen
532,Maruti Suzuki Eeco - 2019,PLATINUM,Bangalore,"₹4,80,399","24,416 kms ", Petrol , 2nd Owner, 2019,Maruti
533,Renault Kwid RxL - 2017,PLATINUM,Bangalore,"₹3,69,599","26,700 kms ", Petrol , 2nd Owner, 2017,Renault
534,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,PLATINUM,Bangalore,"₹4,51,399","28,979 kms ", Petrol , 1st Owner, 2014,Maruti
535,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR - 2019,PLATINUM,Bangalore,"₹4,94,099","27,150 kms ", Petrol , 1st Owner, 2019,Maruti
536,Ford EcoSport - 2020,PLATINUM,Bangalore,"₹12,40,899","3,195 kms ", Petrol , 1st Owner, 2020,Ford
537,Hyundai Eon Era Plus - 2013,PLATINUM,Bangalore,"₹2,86,199","26,761 kms ", Petrol , 1st Owner, 2013,Hyundai
538,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2017,PLATINUM,Bangalore,"₹5,09,399","71,992 kms ", Petrol , 2nd Owner, 2017,Hyundai
539,Maruti Suzuki Alto K10 Vxi - 2016,PLATINUM,Bangalore,"₹3,78,099","27,239 kms ", Petrol , 2nd Owner, 2016,Maruti
540,Honda Jazz - 2016,PLATINUM,Chennai,"₹5,86,699","36,244 kms ", Petrol , 2nd Owner, 2016,Honda
541,Maruti Suzuki Vitara Brezza - 2019,PLATINUM,Pune,"₹9,06,899","69,807 kms ", Diesel , 2nd Owner, 2019,Maruti
542,Maruti Suzuki Vitara Brezza ZDi - 2019,PLATINUM,Pune,"₹8,82,199","31,803 kms ", Diesel , 2nd Owner, 2019,Maruti
543,Honda Jazz - 2015,PLATINUM,Bangalore,"₹5,07,999","92,373 kms ", Petrol , 1st Owner, 2015,Honda
544,Toyota Etios GD - 2013,GOLD,Gurgaon,"₹2,40,000","2,00,000 kms ", Diesel,, 2013,Toyota
545,Ford EcoSport Titanium Plus 1.5L TDCi - 2016,GOLD,Bangalore,"₹8,25,000","46,000 kms ", Diesel,, 2016,Ford
546,Hyundai Creta 1.6 SX PLUS DIESEL - 2017,GOLD,Bangalore,Ask For Price,"72,000 kms ", Diesel,, 2017,Hyundai
547,Toyota Innova 2.5 VX 7 STR - 2011,GOLD,Bangalore,"₹8,45,000","1,79,000 kms ", Diesel,, 2011,Toyota
548,Hyundai Grand i10 MAGNA 1.2 VTVT - 2016,GOLD,Bangalore,"₹4,75,000","59,000 kms ", Petrol,, 2016,Hyundai
549,Hyundai Creta 1.6 SX PLUS DIESEL - 2017,GOLD,Bangalore,"₹13,25,000","72,000 kms ", Diesel,, 2017,Hyundai
550,Hyundai Creta 1.6 SX - 2017,GOLD,Bangalore,"₹12,45,000","56,000 kms ", Diesel,, 2017,Hyundai
551,Mahindra XUV 500 W8 - 2014,GOLD,Bangalore,"₹9,75,000","87,000 kms ", Diesel,, 2014,Mahindra
552,Maruti Suzuki Vitara Brezza - 2016,PLATINUM,Pune,"₹7,82,999","59,612 kms ", Diesel , 2nd Owner, 2016,Maruti
553,Ford Ecosport - 2014,PLATINUM,Bangalore,"₹6,23,399","30,212 kms ", Petrol , 2nd Owner, 2014,Ford
554,Maruti Suzuki Ignis - 2018,PLATINUM,Chennai,"₹5,48,699","18,113 kms ", Petrol , 2nd Owner, 2018,Maruti
555,Maruti Suzuki Alto K10 VXi Opt - 2018,PLATINUM,Bangalore,"₹3,97,099","48,435 kms ", Petrol , 2nd Owner, 2018,Maruti
556,Maruti Suzuki Wagon R 1.0 Vxi - 2015,PLATINUM,Bangalore,"₹3,92,099","29,297 kms ", Petrol , 1st Owner, 2015,Maruti
557,Maruti Suzuki Wagon R 1.0 Vxi - 2012,PLATINUM,Bangalore,"₹3,54,599","53,525 kms ", Petrol , 2nd Owner, 2012,Maruti
558,Honda Amaze - 2018,PLATINUM,Bangalore,"₹7,19,599","15,890 kms ", Petrol , 1st Owner, 2018,Honda
559,Honda WR V 1.2 i VTEC VX MT - 2019,PLATINUM,Bangalore,"₹8,34,099","31,694 kms ", Petrol , 1st Owner, 2019,Honda
560,Maruti Suzuki Alto K10 Vxi - 2017,PLATINUM,Chennai,"₹3,65,899","36,279 kms ", Petrol , 2nd Owner, 2017,Maruti
561,Hyundai i10 Sportz 1.1 iRDE2 - 2015,PLATINUM,Chennai,"₹4,00,899","33,349 kms ", Petrol , 1st Owner, 2015,Hyundai
562,Toyota Etios Liva G - 2012,PLATINUM,Chennai,"₹3,20,199","1,03,182 kms ", Petrol , 1st Owner, 2012,Toyota
563,Hyundai Xcent S 1.2 - 2016,PLATINUM,Chennai,"₹4,57,399","63,048 kms ", Petrol , 2nd Owner, 2016,Hyundai
564,Maruti Suzuki Baleno - 2017,PLATINUM,Chennai,"₹7,17,699","26,358 kms ", Petrol , 2nd Owner, 2017,Maruti
565,Maruti Suzuki Wagon R 1.0 Vxi - 2017,PLATINUM,Chennai,"₹4,17,299","18,932 kms ", Petrol , 1st Owner, 2017,Maruti
566,Maruti Suzuki Alto 800 Vxi - 2018,PLATINUM,Pune,"₹3,23,199","20,369 kms ", Petrol , 2nd Owner, 2018,Maruti
567,Honda Jazz 1.2 V MT - 2016,PLATINUM,Bangalore,"₹6,33,999","58,769 kms ", Petrol , 1st Owner, 2016,Honda
568,Ford EcoSport Trend 1.5 TDCi - 2016,GOLD,Pune,"₹6,00,000","52,000 kms ", Diesel,, 2016,Ford
569,Volkswagen Polo Highline Exquisite P - 2019,GOLD,Bangalore,"₹7,95,000","15,000 kms ", Petrol,, 2019,Volkswagen
570,Maruti Suzuki Vitara Brezza ZDi - 2019,GOLD,Pune,"₹10,00,000","70,000 kms ", Diesel,, 2019,Maruti
571,Hyundai i20 Asta 1.2 O - 2012,GOLD,Pune,"₹3,85,000","52,000 kms ", Petrol,, 2012,Hyundai
572,Hyundai i20 Asta 1.2 - 2013,GOLD,Pune,"₹3,95,000","32,000 kms ", Petrol,, 2013,Hyundai
573,Toyota Fortuner 3.0 4x4 AT - 2015,GOLD,Chennai,"₹17,50,000","1,55,000 kms ", Diesel,, 2015,Toyota
574,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2017,GOLD,Chennai,"₹6,00,000","50,000 kms ", Petrol,, 2017,Maruti
575,Mahindra Verito Executive D4 - 2015,GOLD,Kurnool,"₹3,30,000","1,20,000 kms ", Diesel,, 2015,Mahindra
576,Hyundai Creta 1.6 SX CRDI - 2017,PLATINUM,Chennai,"₹8,75,999","1,23,920 kms ", Diesel , 1st Owner, 2017,Hyundai
577,Hyundai EON - 2016,PLATINUM,Pune,"₹3,09,399","17,900 kms ", Petrol , 3rd Owner, 2016,Hyundai
578,Maruti Suzuki Baleno DELTA 1.2 K12 - 2017,PLATINUM,Bangalore,"₹6,58,999","31,041 kms ", Petrol , 1st Owner, 2017,Maruti
579,Maruti Suzuki Wagon R 1.0 VXi AMT - 2018,PLATINUM,Chennai,"₹5,14,099","61,875 kms ", Petrol , 2nd Owner, 2018,Maruti
580,Hyundai Elite i20 Asta 1.2 - 2016,PLATINUM,Chennai,"₹6,72,899","29,210 kms ", Petrol , 2nd Owner, 2016,Hyundai
581,Mahindra TUV300 - 2016,PLATINUM,Pune,"₹6,20,099","35,826 kms ", Diesel , 1st Owner, 2016,Mahindra
582,Ford Freestyle - 2019,PLATINUM,Bangalore,"₹7,33,999","29,364 kms ", Petrol , 2nd Owner, 2019,Ford
583,Renault Triber - 2021,PLATINUM,Chennai,"₹6,64,699","16,304 kms ", Petrol , 1st Owner, 2021,Renault
584,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2015,PLATINUM,Chennai,"₹4,54,299","95,731 kms ", Petrol , 2nd Owner, 2015,Maruti
585,Maruti Suzuki Swift Lxi - 2010,PLATINUM,Bangalore,"₹3,57,499","31,011 kms ", Petrol , 2nd Owner, 2010,Maruti
586,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,PLATINUM,Pune,"₹4,47,599","30,601 kms ", Petrol , 1st Owner, 2014,Maruti
587,Maruti Suzuki S Presso Vxi O  - 2019,PLATINUM,Bangalore,"₹4,22,299","14,568 kms ", Petrol , 1st Owner, 2019,Maruti
588,Toyota Etios V - 2012,PLATINUM,Bangalore,"₹4,49,699","89,559 kms ", Petrol , 2nd Owner, 2012,Toyota
